corridor_encoded,event_cause_encoded,vehicle_type_encoded,police_station_encoded,zone_encoded,hour_of_day,day_of_week,month,hour_sin,hour_cos,dow_sin,dow_cos,is_rush_hour,is_high_priority_corridor,is_non_corridor,has_vehicle_type,has_zone,corridor_events_4h,corridor_events_24h,y_closure,y_priority,y_duration,y_severity,id,corridor,event_cause,is_stale_active,start_datetime
1,6,0,22,7,1,1,12,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,0,0,1,1,1,0,1,,0,FKID007008,Bannerghata Road,others,0,2023-12-19 01:04:48.777000+00:00
11,14,3,38,10,1,1,12,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,1,1,0,7,22,0,0,,0,FKID004168,Non-corridor,vehicle_breakdown,0,2023-12-19 01:25:23.204000+00:00
11,14,3,51,1,1,1,12,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0,0,1,1,1,8,23,0,0,,0,FKID007009,Non-corridor,vehicle_breakdown,0,2023-12-19 01:30:02.670000+00:00
11,14,7,28,3,2,1,12,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,1,1,1,8,21,0,0,81.4365754,0,FKID005382,Non-corridor,vehicle_breakdown,0,2023-12-19 02:22:05.197000+00:00
11,2,0,19,3,2,1,12,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,0,1,0,1,8,22,0,0,,0,FKID005383,Non-corridor,accident,0,2023-12-19 02:47:52.604830+00:00
19,14,2,8,5,2,1,12,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0,1,0,1,1,2,5,0,1,,0,FKID007010,Tumkur Road,vehicle_breakdown,0,2023-12-19 02:52:49.381000+00:00
11,14,2,44,1,3,1,12,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,0,1,1,1,8,22,0,0,8.205007316666666,0,FKID007011,Non-corridor,vehicle_breakdown,0,2023-12-19 03:05:08.026000+00:00
21,10,0,49,9,3,1,12,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,0,0,1,5.945583333333333,0,FKID007012,West of Chord Road,public_event,0,2023-12-19 03:18:49.265000+00:00
3,2,0,52,4,3,1,12,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,4,0,1,,0,FKID007014,Bellary Road 2,accident,0,2023-12-19 03:29:28.563000+00:00
14,14,3,3,3,3,1,12,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,2,0,1,27.495784800000003,0,FKID007015,ORR North 1,vehicle_breakdown,0,2023-12-19 03:56:46.449000+00:00
11,4,0,20,1,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,1,0,1,6,23,0,0,88.96836666666667,0,FKID007016,Non-corridor,construction,0,2023-12-19 04:06:47.898000+00:00
7,14,6,1,0,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,4,0,1,,0,FKID007017,Hosur Road,vehicle_breakdown,0,2023-12-19 04:08:05.562000+00:00
3,6,0,52,5,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,1,0,0,1,1,5,0,1,1513.1385030833333,0,FKID005384,Bellary Road 2,others,0,2023-12-19 04:32:43.800000+00:00
11,14,5,39,8,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,1,1,1,7,23,0,0,,0,FKID005385,Non-corridor,vehicle_breakdown,0,2023-12-19 04:33:08.376000+00:00
3,14,5,32,4,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,1,0,1,1,2,6,0,1,,0,FKID007018,Bellary Road 2,vehicle_breakdown,0,2023-12-19 04:35:34.081000+00:00
11,6,0,38,10,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,1,0,0,8,24,0,0,,0,FKID004169,Non-corridor,others,1,2023-12-19 04:37:43.999000+00:00
6,2,0,19,4,4,1,12,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,0,0,1,,0,FKID007019,Hennur Main Road,accident,0,2023-12-19 04:58:29.197350+00:00
1,14,2,37,7,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,2,0,1,131.96330435,0,FKID007020,Bannerghata Road,vehicle_breakdown,0,2023-12-19 05:07:30.100000+00:00
11,14,5,42,8,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,1,8,24,0,0,,0,FKID005386,Non-corridor,vehicle_breakdown,0,2023-12-19 05:08:28.526000+00:00
11,14,2,20,1,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,1,9,25,0,0,37.32267656666667,0,FKID007021,Non-corridor,vehicle_breakdown,0,2023-12-19 05:08:48.571000+00:00
11,14,4,44,1,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,1,10,26,0,0,15.536178283333332,0,FKID007022,Non-corridor,vehicle_breakdown,0,2023-12-19 05:12:22.029000+00:00
11,14,10,12,10,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,0,11,27,0,0,,0,FKID007023,Non-corridor,vehicle_breakdown,0,2023-12-19 05:19:58.258000+00:00
11,14,2,26,8,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,1,12,28,0,0,,0,FKID005388,Non-corridor,vehicle_breakdown,0,2023-12-19 05:23:38.165000+00:00
11,14,2,43,9,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,0,1,1,1,12,29,0,0,,0,FKID007024,Non-corridor,vehicle_breakdown,0,2023-12-19 05:29:21.583000+00:00
7,14,9,1,0,5,1,12,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0,1,0,1,1,1,5,0,1,86.54174110000001,0,FKID007025,Hosur Road,vehicle_breakdown,0,2023-12-19 05:58:41.004000+00:00
11,14,4,42,9,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,1,1,1,12,29,0,0,45.5785642,0,FKID007026,Non-corridor,vehicle_breakdown,0,2023-12-19 06:06:34.571000+00:00
12,4,0,15,7,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,0,1,1,1.05055,1,FKID007027,ORR East 1,construction,0,2023-12-19 06:10:42.967000+00:00
11,4,0,3,0,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,1,0,1,13,30,1,0,0.65115,1,FKID005389,Non-corridor,construction,0,2023-12-19 06:13:06.931000+00:00
17,14,2,16,0,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,0,0,1,,0,FKID007028,Old Airport Road,vehicle_breakdown,0,2023-12-19 06:18:59.031000+00:00
9,14,4,30,8,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,3,0,1,,0,FKID005390,Magadi Road,vehicle_breakdown,0,2023-12-19 06:25:31.479000+00:00
9,6,0,30,8,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,0,0,1,1,4,0,1,,0,FKID007029,Magadi Road,others,0,2023-12-19 06:27:40.101000+00:00
11,6,0,16,0,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,1,0,1,13,31,0,0,20.938994716666667,0,FKID007030,Non-corridor,others,0,2023-12-19 06:28:18.382000+00:00
20,14,2,14,2,6,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,1,0,0,0,1,128.22549738333333,0,FKID007031,Varthur Road,vehicle_breakdown,0,2023-12-19 06:53:49.625000+00:00
11,6,0,0,7,7,1,12,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1,0,1,0,1,12,31,0,0,,0,FKID004125,Non-corridor,others,0,2023-12-19 07:06:09.328000+00:00
1,14,5,22,7,7,1,12,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1,0,0,1,1,1,3,0,1,,0,FKID007032,Bannerghata Road,vehicle_breakdown,0,2023-12-19 07:10:50.046000+00:00
10,14,2,17,1,7,1,12,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1,1,0,1,1,0,3,0,1,,0,FKID007033,Mysore Road,vehicle_breakdown,0,2023-12-19 07:28:15.074000+00:00
18,14,8,25,0,7,1,12,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,1,1,0,1,1,0,1,0,1,,0,FKID007034,Old Madras Road,vehicle_breakdown,0,2023-12-19 07:40:56.171000+00:00
11,14,10,28,3,9,1,12,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,1,0,1,1,1,4,29,0,0,,0,FKID007035,Non-corridor,vehicle_breakdown,0,2023-12-19 09:44:12.687000+00:00
2,14,3,43,9,18,1,12,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,1,0,1,1,0,4,0,1,,0,FKID007036,Bellary Road 1,vehicle_breakdown,0,2023-12-19 18:29:53.797000+00:00
10,14,6,7,1,18,1,12,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,1,0,1,1,0,3,0,1,,0,FKID007037,Mysore Road,vehicle_breakdown,0,2023-12-19 18:33:48.573000+00:00
12,2,0,5,2,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,0,1,0,1,0,1,,0,FKID007049,ORR East 1,accident,0,2023-12-19 19:13:35.160000+00:00
10,14,3,6,8,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,1,1,1,3,1,1,,1,FKID007038,Mysore Road,vehicle_breakdown,0,2023-12-19 19:23:39.359000+00:00
3,14,3,52,5,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,1,1,0,6,0,1,,0,FKID007039,Bellary Road 2,vehicle_breakdown,0,2023-12-19 19:24:12.369000+00:00
12,14,10,14,2,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,1,1,1,2,0,1,,0,FKID005391,ORR East 1,vehicle_breakdown,0,2023-12-19 19:30:06.393000+00:00
12,14,7,15,7,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,1,1,2,3,0,1,,0,FKID007040,ORR East 1,vehicle_breakdown,0,2023-12-19 19:53:30.082000+00:00
7,2,0,13,7,19,1,12,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,1,1,0,0,1,0,4,0,1,,0,FKID005392,Hosur Road,accident,0,2023-12-19 19:56:48.302000+00:00
2,2,0,18,5,20,1,12,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,1,0,0,1,1,4,0,1,,0,FKID005393,Bellary Road 1,accident,0,2023-12-19 20:14:13.190000+00:00
11,14,7,44,1,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,1,1,1,0,27,0,0,,0,FKID007041,Non-corridor,vehicle_breakdown,0,2023-12-19 21:00:18.161000+00:00
13,4,0,14,2,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,1,0,1,723.5050833333333,0,FKID005394,ORR East 2,construction,0,2023-12-19 21:02:15.695000+00:00
10,14,3,7,1,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,1,0,1,1,2,3,0,1,,0,FKID007042,Mysore Road,vehicle_breakdown,0,2023-12-19 21:06:11.834000+00:00
11,2,0,35,2,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,1,0,1,1,27,0,0,216.12666711666668,1,FKID005402,Non-corridor,accident,0,2023-12-19 21:18:49.866528+00:00
11,14,3,38,10,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,0,1,1,0,2,28,0,0,,0,FKID004170,Non-corridor,vehicle_breakdown,0,2023-12-19 21:48:42.435000+00:00
18,6,0,3,0,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,1,0,1,,0,FKID007044,Old Madras Road,others,1,2023-12-19 21:53:33.713000+00:00
19,14,8,39,8,21,1,12,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,3,0,1,9.538056933333332,0,FKID007046,Tumkur Road,vehicle_breakdown,0,2023-12-19 21:56:24.482000+00:00
8,7,0,25,0,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,0,0,1,0,0,0,1,1.0094333333333334,0,FKID005395,IRR(Thanisandra road),pot_holes,1,2023-12-19 22:02:45.434000+00:00
3,14,8,52,5,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,1,0,1,1,1,6,0,1,6.8494496,0,FKID005396,Bellary Road 2,vehicle_breakdown,0,2023-12-19 22:24:37.015000+00:00
11,14,5,38,10,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,1,0,3,27,0,0,,0,FKID004171,Non-corridor,vehicle_breakdown,0,2023-12-19 22:32:43.748000+00:00
11,2,0,22,7,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,0,1,4,28,0,0,,0,FKID005401,Non-corridor,accident,0,2023-12-19 22:40:09.437000+00:00
14,14,2,19,4,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,1,1,1,,1,FKID005397,ORR North 1,vehicle_breakdown,0,2023-12-19 22:49:32.752000+00:00
21,14,3,49,9,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,1,0,1,1,0,1,0,1,,0,FKID007047,West of Chord Road,vehicle_breakdown,0,2023-12-19 22:52:17.061000+00:00
11,14,7,8,8,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,1,1,5,29,0,0,,0,FKID005398,Non-corridor,vehicle_breakdown,0,2023-12-19 22:54:25.344000+00:00
11,7,0,40,4,22,1,12,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0,0,1,0,1,6,30,0,0,,0,FKID005404,Non-corridor,pot_holes,0,2023-12-19 22:59:19.166000+00:00
19,14,2,53,8,23,1,12,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,1,0,1,1,1,4,0,1,,0,FKID005400,Tumkur Road,vehicle_breakdown,0,2023-12-19 23:16:52.740000+00:00
11,6,0,38,10,23,1,12,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0,0,1,0,0,7,29,0,0,,0,FKID004172,Non-corridor,others,1,2023-12-19 23:40:51.117000+00:00
11,6,0,38,10,0,2,12,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,0,0,8,28,0,0,,0,FKID004175,Non-corridor,others,1,2023-12-20 00:30:51.298000+00:00
19,14,5,39,8,0,2,12,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,2,4,0,1,,0,FKID007048,Tumkur Road,vehicle_breakdown,0,2023-12-20 00:40:22.222000+00:00
11,14,2,52,4,0,2,12,0.0,1.0,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,9,29,0,0,,0,FKID005381,Non-corridor,vehicle_breakdown,0,2023-12-20 00:45:55.392000+00:00
5,6,0,11,1,1,2,12,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,0,1,91.00916453333332,0,FKID007050,CBD 2,others,0,2023-12-20 01:22:49.055000+00:00
10,14,3,6,8,2,2,12,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,4,0,1,,0,FKID007051,Mysore Road,vehicle_breakdown,0,2023-12-20 02:19:10.180000+00:00
11,14,2,17,1,3,2,12,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,3,24,0,0,104.66418203333332,0,FKID007052,Non-corridor,vehicle_breakdown,0,2023-12-20 03:33:12.039000+00:00
11,6,0,27,4,3,2,12,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,3,25,0,0,,0,FKID005399,Non-corridor,others,0,2023-12-20 03:52:39.479000+00:00
11,4,0,3,0,4,2,12,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,4,25,1,0,0.2222333333333333,1,FKID005403,Non-corridor,construction,0,2023-12-20 04:20:32.666000+00:00
11,2,0,39,8,4,2,12,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,3,24,0,0,,0,FKID005406,Non-corridor,accident,0,2023-12-20 04:51:50.795000+00:00
9,14,5,30,8,5,2,12,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,2,0,1,,0,FKID005407,Magadi Road,vehicle_breakdown,0,2023-12-20 05:12:04.002000+00:00
15,6,0,23,5,5,2,12,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,0,1,7.44461345,0,FKID005408,ORR North 2,others,0,2023-12-20 05:29:44.948000+00:00
3,2,0,52,5,5,2,12,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,2,0,1,39.634294700000005,0,FKID005409,Bellary Road 2,accident,0,2023-12-20 05:46:03.227000+00:00
11,14,2,10,1,5,2,12,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,4,19,0,0,,0,FKID005410,Non-corridor,vehicle_breakdown,0,2023-12-20 05:50:28.757000+00:00
11,14,2,41,5,6,2,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,5,20,0,0,,0,FKID007053,Non-corridor,vehicle_breakdown,0,2023-12-20 06:02:24.811000+00:00
11,2,0,32,4,6,2,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,6,19,0,0,,0,FKID005411,Non-corridor,accident,0,2023-12-20 06:19:03.525000+00:00
11,7,0,47,1,6,2,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,7,19,1,0,,1,FKID007054,Non-corridor,pot_holes,1,2023-12-20 06:28:50.179000+00:00
18,14,5,45,1,6,2,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,2,0,1,,0,FKID007055,Old Madras Road,vehicle_breakdown,0,2023-12-20 06:32:26.741000+00:00
18,14,2,25,0,9,2,12,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1,1,0,1,1,1,2,0,1,19.606597833333336,0,FKID007056,Old Madras Road,vehicle_breakdown,0,2023-12-20 09:12:40.332000+00:00
11,14,7,43,9,9,2,12,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1,0,1,1,1,4,19,1,0,,1,FKID007057,Non-corridor,vehicle_breakdown,0,2023-12-20 09:39:57.196000+00:00
11,14,7,43,9,19,2,12,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,0,1,1,1,0,19,1,0,,1,FKID007058,Non-corridor,vehicle_breakdown,0,2023-12-20 19:14:40.670000+00:00
14,14,5,19,4,19,2,12,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,1,0,1,1,0,1,0,1,,0,FKID007045,ORR North 1,vehicle_breakdown,0,2023-12-20 19:40:50.324000+00:00
10,14,10,17,1,19,2,12,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,1,0,1,1,0,2,0,1,,0,FKID007061,Mysore Road,vehicle_breakdown,0,2023-12-20 19:43:06.957000+00:00
7,14,10,1,0,19,2,12,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,1,1,0,1,1,0,1,0,1,,0,FKID007062,Hosur Road,vehicle_breakdown,0,2023-12-20 19:49:47.290000+00:00
13,4,0,14,2,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,1,0,1,724.8079666666667,0,FKID005412,ORR East 2,construction,0,2023-12-20 21:00:57.522000+00:00
10,14,2,17,1,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,1,2,0,1,,0,FKID007063,Mysore Road,vehicle_breakdown,0,2023-12-20 21:06:34.508000+00:00
15,14,8,23,4,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,1,0,1,,0,FKID007064,ORR North 2,vehicle_breakdown,0,2023-12-20 21:08:17.350000+00:00
11,6,0,3,0,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,1,18,1,0,,1,FKID005413,Non-corridor,others,1,2023-12-20 21:22:17.429000+00:00
19,14,8,8,5,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,3,0,1,,0,FKID007065,Tumkur Road,vehicle_breakdown,0,2023-12-20 21:23:30.215000+00:00
16,14,8,29,6,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,0,0,1,,0,FKID007066,ORR West 1,vehicle_breakdown,0,2023-12-20 21:24:40.600000+00:00
11,14,3,46,6,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,2,19,0,0,69.58610278333335,0,FKID005414,Non-corridor,vehicle_breakdown,0,2023-12-20 21:29:09+00:00
3,2,0,52,5,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,2,0,1,,0,FKID007067,Bellary Road 2,accident,0,2023-12-20 21:34:17.265000+00:00
12,14,5,5,0,21,2,12,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,0,0,1,81.19912645,0,FKID005415,ORR East 1,vehicle_breakdown,0,2023-12-20 21:55:43.531000+00:00
12,16,0,14,2,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,1,1,0,1,,0,FKID007068,ORR East 1,water_logging,0,2023-12-20 22:04:10.341000+00:00
11,14,2,20,1,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,3,19,0,0,,0,FKID007070,Non-corridor,vehicle_breakdown,0,2023-12-20 22:16:35.963000+00:00
11,6,0,40,4,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,0,1,4,20,1,0,,1,FKID007069,Non-corridor,others,1,2023-12-20 22:18:28.683000+00:00
11,14,3,46,6,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,5,21,0,0,58.679805316666666,0,FKID005416,Non-corridor,vehicle_breakdown,0,2023-12-20 22:19:29.184000+00:00
6,14,10,19,4,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,0,1,1,0,0,0,1,,0,FKID005418,Hennur Main Road,vehicle_breakdown,0,2023-12-20 22:35:48.667000+00:00
11,14,2,23,4,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,6,20,0,0,,0,FKID005419,Non-corridor,vehicle_breakdown,0,2023-12-20 22:44:40.860000+00:00
10,6,0,6,9,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,2,3,0,1,63.2420943,0,FKID005420,Mysore Road,others,0,2023-12-20 22:55:27.056000+00:00
11,14,3,46,6,22,2,12,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,7,20,0,0,22.931035716666667,0,FKID005421,Non-corridor,vehicle_breakdown,0,2023-12-20 22:55:35.495000+00:00
18,14,5,16,0,23,2,12,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,1,0,1,1,0,2,0,1,,0,FKID007071,Old Madras Road,vehicle_breakdown,0,2023-12-20 23:36:38.813000+00:00
11,14,2,21,6,23,2,12,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0,0,1,1,1,7,19,0,0,63.71386355,0,FKID005422,Non-corridor,vehicle_breakdown,0,2023-12-20 23:50:53.047000+00:00
11,14,5,44,1,0,3,12,0.0,1.0,0.43388373911755823,-0.900968867902419,0,0,1,1,1,8,20,1,0,,1,FKID007072,Non-corridor,vehicle_breakdown,0,2023-12-21 00:08:34.352000+00:00
16,6,0,6,8,0,3,12,0.0,1.0,0.43388373911755823,-0.900968867902419,0,1,0,0,1,1,1,0,1,3102.2017643333334,0,FKID007075,ORR West 1,others,0,2023-12-21 00:26:46.374000+00:00
11,14,5,38,10,1,3,12,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0,0,1,1,0,7,19,0,0,,0,FKID005149,Non-corridor,vehicle_breakdown,0,2023-12-21 01:47:57.435000+00:00
14,14,3,3,0,2,3,12,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,1,1,0,1,0,1,,0,FKID005423,ORR North 1,vehicle_breakdown,0,2023-12-21 02:04:39.977000+00:00
6,13,0,52,5,2,3,12,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,0,0,1,1,1,0,1,,0,FKID005424,Hennur Main Road,tree_fall,1,2023-12-21 02:05:24.142000+00:00
2,14,4,11,1,2,3,12,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,1,1,0,0,0,1,30.95979018333333,0,FKID007076,Bellary Road 1,vehicle_breakdown,0,2023-12-21 02:18:17.464000+00:00
11,6,0,50,2,2,3,12,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0,1,0,1,5,20,0,0,99.64480833333332,0,FKID005426,Non-corridor,others,0,2023-12-21 02:44:24.988000+00:00
15,14,10,32,4,3,3,12,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,1,0,1,1,0,2,0,1,,0,FKID005427,ORR North 2,vehicle_breakdown,0,2023-12-21 03:05:08.238000+00:00
12,14,8,14,2,3,3,12,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0,1,0,1,1,0,2,0,1,14.823477983333332,0,FKID007077,ORR East 1,vehicle_breakdown,0,2023-12-21 03:16:41.583000+00:00
11,14,2,44,1,4,3,12,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,1,1,1,2,19,0,0,44.15008491666666,0,FKID007078,Non-corridor,vehicle_breakdown,0,2023-12-21 04:18:10.349000+00:00
